Board UID,7.21E+21,,,,,,,,,,,,,,,,,,,,,,,
Date-Time,ax[0](mg),ay[0](mg),az[0](mg),gx[0](dps),gy[0](dps),gz[0](dps),mx[0](uT),my[0](uT),mz[0](uT),Yaw[0](deg),Pitch[0](deg),Roll[0](deg),ax[1](mg),ay[1](mg),az[1](mg),gx[1](dps),gy[1](dps),gz[1](dps),mx[1](uT),my[1](uT),mz[1](uT),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
12:10:40 AM,-750.4,-479.7,501.4,31.2,15.9,21,32.7,-18.5,-2.9,283.86,-26.4,66.14,-433.5,739,531.3,-163.8,-17,40.8,20.6,33.9,3.8,261.42,60.82,58.94
12:10:41 AM,-847.4,-254.3,260.2,80.5,78.2,-13.6,31.5,-19.2,-0.8,290.96,-24.48,68.96,-261.8,854.1,221.1,135.8,-98.2,3.2,21.5,33,3.8,270.26,62.78,57.96
12:10:42 AM,-580.3,17.1,379.6,75.9,122.1,12.3,30.9,-19.4,0.9,300.44,-17.72,74.3,125.8,579.3,179.3,202.2,-163.7,2.6,21,32.4,5.4,293.28,73,64.06
12:10:43 AM,-1117.6,-205.2,126.5,59.5,116.3,31.6,29.6,-18.9,4.8,309,-13.38,82.12,-301.8,942.5,-377.8,286.7,-76,56.1,21.6,29.6,12.2,6.04,74.4,128.38
12:10:44 AM,-1277.2,-151,60.3,-34.7,44.9,-3.2,29.1,-18.8,6.8,310.7,-10.5,88.16,-41,999.3,-695.9,41.2,8.5,-9.2,20.1,26.1,16.8,39.82,66.26,159.2
12:10:45 AM,-1001.8,-140.1,-128.2,-48.1,-54,-0.2,27.5,-18.6,8.1,307.1,-12.26,90.02,-164.7,799.1,-545,-197.1,47.5,2.4,21.5,25.5,16.5,27.18,68.08,150.54
12:10:46 AM,-1232.6,-167,-157.7,-95.5,-79.6,5.8,27.9,-18.3,7.5,299.92,-11.84,88.46,-227.8,980.4,-588.6,-77.9,85.1,-25.9,21.2,26.3,15.2,15.68,70.4,145.96
12:10:47 AM,-798.6,-192,-6.6,-95.4,-78.3,28.8,30.5,-16.8,5.7,289.92,-12.6,82.16,-205.6,749.5,-188.8,-127.9,114.7,20,18.8,29.1,12.5,338.26,77.38,120.26
12:10:48 AM,-497.6,-113.6,74.7,-89.1,-32.3,12.9,30.9,-14.1,4.2,280.78,-13.66,79.68,-103,407.2,-32.8,-28.3,78.1,1.3,16.4,32.4,10.5,301.84,78.86,92.62
12:10:49 AM,-941.5,-322.6,69.9,-54.4,12.9,-23.5,30.8,-13.8,4.2,273,-16.62,81.7,-248.3,823.6,-22.5,60.9,1,-23,15.2,31.5,12.5,310.42,75.1,105.94
12:10:50 AM,-1413.9,-570.7,46.5,25.3,100.2,-39.3,29.1,-16.2,5.6,272.78,-22.62,87.22,-455.1,1533.5,-275.5,181.4,-102.8,-9.6,18.9,29.1,14.1,326.66,68.32,115.96
12:10:51 AM,-946.2,-576.8,324.4,62.8,-43.7,37,28.5,-16.8,7.2,279.72,-23.72,84.88,-327.7,1084,121.8,-121.3,-61.5,100.1,19.5,29.7,11.6,329.16,72.82,107.38
12:10:52 AM,-875.3,-353.5,86.6,100.6,77.7,17.7,29.7,-16.7,3.6,290.12,-22.76,80.32,-288.5,1014.6,-117.7,148.5,-32.6,-16.6,17.7,32.6,6.6,309.98,74.18,81.12
12:10:53 AM,-461.8,-6.6,5,83.9,15.5,29.6,30.8,-15.8,2.4,299.72,-16.76,81.32,-42.5,310.4,-33.9,-60.3,-43.9,26.2,17,33,5.6,306.52,76.34,73.76
12:10:54 AM,-813.7,30.1,-20.5,34.7,70.1,1.3,31.1,-15.9,2,305.8,-11.7,85.1,-7.9,734.3,-241.3,133.7,-50.3,-17.1,16.7,33.6,6.3,346.02,77.96,107.62
12:10:55 AM,-1467,-175.7,-289.7,-29.7,211.3,-16.1,30.2,-15.9,8.7,306.12,-10.44,100.6,-347.3,1455.6,-814.2,230.5,-36.6,-80.4,19.8,28.1,15.9,32.5,58.02,148.36
12:10:56 AM,-1104.5,10.9,-607.9,-58.5,201.5,-14.1,23.7,-14.6,21.6,302.5,-9.22,125.02,-225.3,916,-986.5,122.8,-29,-88.1,24.6,17.4,24.5,37.56,34.98,150.1
12:10:57 AM,-841,-160.2,-1069.2,-70.6,69,-50.6,16.7,-11.4,29.4,295.96,-6.04,138.5,-578,450.1,-1084.4,72.6,46,-79.4,24.6,8,28.2,34.58,22.58,152.4
12:10:58 AM,-418.6,-179.8,-534.1,-60.6,-57.3,-47.1,17.1,-9,30.8,287.5,-6.56,136.9,-381.3,229.2,-570.3,-49,46.3,-30.7,22.4,8.6,30.8,27.1,25.68,152.1
12:10:59 AM,-309.9,-98.2,-347.9,-37.6,-76.8,-38.3,21.5,-5.6,29.9,281.12,-7.62,130.12,-233.1,98.9,-293,-114.9,33.6,-18,19.4,13.5,32.2,17.88,35.02,150.28
12:11:00 AM,-588.5,-253.1,-706.7,15.8,10.9,-32.8,23.7,-5.9,29.3,276.88,-10.56,128.74,-493.1,392.8,-542.2,71.7,-47.4,-2.8,18.9,15,32,12.3,34.32,145.56
12:11:01 AM,-1187.4,-403.2,-820.2,67.5,-64.6,-20.7,23.1,-9.3,29.1,279.02,-15.74,128.66,-707.6,1029.5,-1119.7,-52.1,-64.4,75.2,22.5,12.3,30.9,19.68,32.7,142.14
12:11:02 AM,-1112.6,-379.2,-166.3,15.5,-64.6,41.2,27.9,-11.7,24.5,284.1,-17.74,111.58,-314.9,1027.7,-540.9,-51.1,49.6,77.9,21.9,20.6,28.4,18.04,48.52,143.36
12:11:03 AM,-774.6,-253.1,-313.8,62.8,37.6,49.9,30.3,-10.5,23.9,289.3,-15.24,108.04,-323.3,727.7,-421.9,19.4,-54.9,53.2,20.1,22.7,29.3,22.26,53.74,144.36
12:11:04 AM,-541.6,39,-175.4,57.7,14.7,75.7,30.2,-10.4,25.1,298.24,-9.06,108.62,-52.9,392.1,-324.9,27,-35.2,91.3,20.6,22.5,30.5,40.18,54.64,154.92
12:11:05 AM,-829.5,-12.1,-111.8,15.6,8.6,51.3,31.7,-9.6,25.1,304.16,-2.3,108.84,5,634.5,-482.7,65,-50.9,75.3,20,24.6,30.6,57.74,52.72,166.06
12:11:06 AM,-1357.5,15.7,-435.1,-4.7,68.1,6,30.5,-9.3,27.9,305.46,0.4,112.16,-57,1195.7,-832.8,95.3,-32.4,-1.3,21,22.2,32.7,65.74,47.4,170.76
12:11:07 AM,-955.3,106.3,-646.3,-43.4,27.7,16.9,29.3,-10.4,30.5,304.76,1.36,114.84,-40.4,790.3,-1228.8,-6.5,-19.2,33.2,23.9,21.3,32.1,67.54,46.02,169.32
12:11:08 AM,-998.1,40.7,-555.5,-92.3,-54,6.5,30.3,-5,32,298.92,6.22,114.72,-230.3,690.6,-737.1,-6.4,126.7,-9.8,20.7,24.2,34.8,69.5,45.92,178.18
12:11:09 AM,-700,-86.1,-422.3,-83,-44.5,2.7,34.4,-0.6,30.3,291.12,7.3,108.94,-237.3,527.9,-563.9,-53.9,85.9,-12.1,15.3,25.1,36.5,62.56,49.9,-179.16
12:11:10 AM,-486.8,103.2,-77.8,-75.8,-47.6,-8.6,37.2,2.4,27.3,283.2,7.1,102.34,14.6,284.7,-186.1,-42.1,80.7,-31.5,10.2,29.3,36,58.7,55.6,-174.16
12:11:11 AM,-994.7,55.8,-106.7,-14.3,75.1,-18.5,37.7,3.2,26.7,277.56,6.8,102.26,133.3,727.2,-382.5,-68.7,49.5,0.2,9.5,30.2,36.2,58.56,60.42,-168.26
12:11:12 AM,-1442.5,-104.1,-290.6,25.8,107.3,-31.3,35.7,0.9,30.2,277.84,2.6,106.78,-12.1,1285.9,-563.6,67.2,-45.9,-63.1,11.3,30.5,35.7,52.56,61.64,-176.22
12:11:13 AM,-1216.7,-477.9,-264.3,-8.9,-175.7,69.6,33.6,-0.5,32.2,279.2,0.52,105.2,-281.8,1213.2,-524.5,-34.4,30.3,7.6,15.8,26.7,36.7,43.48,59.6,173
12:11:14 AM,-519,2.8,-145.9,53.4,121.6,11.8,37.1,-1.5,29,284.16,0.58,106.24,8.7,612.6,-400.7,172.6,-88.9,-50,18.5,28.8,34.2,30.76,59.46,157.5
12:11:15 AM,-615.3,249.1,-412.5,-38,105.6,8.6,27.8,-3.5,38.1,286.24,0.8,116.16,-43.7,341.2,-552.2,62,0.7,-25.4,22.8,21.2,36.6,35.3,49.58,160.84
12:11:16 AM,-814.9,184.5,-305.9,9.5,-56.8,28.2,31.8,-3.6,34.4,287.86,4.94,106.52,-70.1,466.6,-512.4,-121.2,46.1,39.1,20.3,25.1,36,43.16,59.78,171.44
12:11:17 AM,-1508.1,43.9,-470.6,-32.2,-25.6,-10.5,33.6,-2.4,32.9,288.24,5.9,104.38,-183.9,1110,-650.1,-96.5,60,1.5,16.5,28.2,35.2,47.46,63.28,179.58
12:11:18 AM,-1062.6,207.5,-483.2,-15.8,13.7,4.7,32.1,-3.5,33.3,287.5,4.36,106.68,28.4,928.9,-704.2,-66.4,-3.2,24.5,14.4,29.9,34.2,45.04,66.58,178.98
12:11:19 AM,-1089.5,2,-320.2,-30.3,-85.7,-8.9,33.9,-1.5,30.9,285.06,5.16,100.52,-34.6,1004.4,-324.6,-185.2,72.3,38.8,9.5,34.7,30.8,61.66,76.14,-160.02
12:11:20 AM,-634.1,87,-87.7,-34.5,-48.5,-5.5,36.2,1.7,29.4,282.24,4.48,96.38,178.1,593.8,-54,-156.6,46.4,63.6,1.7,41.1,23.7,127.08,80.3,-91.36
12:11:21 AM,-631,102.2,-2.1,-13.6,13,-14.5,36.6,8,27.3,279.1,4.72,94.48,274.7,645.3,104.9,-145.2,62.9,69.3,-8.7,43.8,12,161.8,68.14,-52.86
12:11:22 AM,-1020.6,226.5,147.3,-34.6,-160.8,-7.7,38.1,11.1,15.3,276.26,6.6,84.78,495.6,628.2,630.5,-63.1,20.8,133.2,-16.7,40.2,-4.7,167.4,48.42,-42.82
12:11:23 AM,-1264.3,-513.6,506.3,-140.7,15.6,-42.2,39.5,5,5.2,270.68,4.8,81.2,231.8,1154.1,845.3,-194.2,167.4,73.9,-20.9,34.4,-14.3,166,36.46,-38.06
12:11:24 AM,-627.3,-275.3,460.5,82.7,-175,-54,39.2,-4.5,-4.4,275.84,-4.32,65.24,80.2,591.7,1038,-84.4,116.8,98.8,-22.1,31.8,-18.5,166.08,29.48,-35.18
12:11:25 AM,-492.4,-110.2,490.1,-2.9,-26,116.6,38.7,-8.1,-10.8,282.8,-6.14,54.2,80.2,591.7,1038,-84.4,116.8,98.8,-22.1,31.8,-18.5,166.08,29.48,-35.18
12:11:26 AM,-316.6,203.4,555,39,-136.4,30.5,37.5,-1.2,-18.9,282.02,4.24,39.76,80.2,591.7,1038,-84.4,116.8,98.8,-22.1,31.8,-18.5,166.08,29.48,-35.18
12:11:27 AM,-434.7,-129.4,820.7,-25.4,-44.8,48.8,35.7,2.4,-24,279.56,7.26,32.02,80.2,591.7,1038,-84.4,116.8,98.8,-22.1,31.8,-18.5,166.08,29.48,-35.18
12:11:28 AM,-452.2,-50.7,1057.2,-0.6,-1.6,27.1,34.5,3.8,-25.8,277.62,4.06,29.48,80.2,591.7,1038,-84.4,116.8,98.8,-22.1,31.8,-18.5,166.08,29.48,-35.18
12:11:29 AM,-629.7,357.3,1210.4,7.8,-3.8,21.4,33.2,8.3,-27.2,275,8.5,25.78,209.8,-246.6,1134.5,-17.4,-64.2,1.4,-17,12,-39.9,174.3,5.32,-38.3
12:11:30 AM,-644.8,249.2,1027.4,-43.5,134.7,0.4,34.5,10.7,-26.9,272.38,10.64,28.48,209.8,-246.6,1134.5,-17.4,-64.2,1.4,-17,12,-39.9,174.3,5.32,-38.3
12:11:31 AM,-687.8,237.2,797.2,42,20.5,16.4,38,12.9,-22.4,273.24,11.14,33.96,218.5,27.2,892.7,16,-53.4,-11.4,-22.7,12.5,-37.8,192.6,-13.4,-23.82
12:11:32 AM,-329.6,240.8,606.8,-4.6,-55.3,34.2,36,15.9,-24.6,271.3,15.08,31.26,319.7,-114.5,617.4,-89.9,-29.6,49.8,-27.2,8.3,-38.4,192.52,-19.52,-31.62
12:11:33 AM,-302.7,202.5,735.4,18.4,-99.6,34.1,31.7,20.1,-28.8,267.64,18.38,22.62,325.8,-235.2,740.7,-77.8,-1.1,8.7,-30.2,3,-37.4,190.54,-26.36,-32.4
12:11:34 AM,-358.6,337.1,1263.6,-43.7,19.6,-18.8,29.3,21.6,-31.2,265.76,18.42,15.96,477,-628.5,974.9,10.2,15.6,-30.6,-30.8,2.1,-37.7,190.54,-27.18,-31.68
12:11:35 AM,-318,96.9,1312,16.6,-61.1,-8,30.5,21.2,-31.1,267.2,14.6,14.18,210.8,-459.3,1245.3,-4.6,13.5,-37.8,-30.2,6.6,-38.7,189.4,-23.52,-25.32
12:11:36 AM,-204.1,312.8,861.6,26.3,-38.2,-52,28.8,22.1,-33.7,270.18,15.54,10.82,360.7,-312.7,718.4,120.4,-28.3,-118.8,-30.9,13.7,-37.7,192.08,-16.72,-27.32
12:11:37 AM,7.1,376.8,623.8,2.9,0.6,-40,30,20.1,-33.2,275,20.26,10.78,458.7,108.2,441.1,61.2,-56.9,-64.6,-29.1,27.9,-31.1,193.02,2.22,-36.92
12:11:38 AM,7.8,432.8,807,6.7,44.6,-18.1,33.6,17.4,-32.4,277,23.22,11.02,640.3,-88.9,577,75.1,-34,-44.8,-28.4,35.6,-24.2,191.14,9.54,-45.1
12:11:39 AM,-392.2,370.8,1078.6,13.9,26.1,5.4,36.5,16.7,-28.5,277.52,23.14,15.98,713.4,502.8,934,38.4,-5.6,-9.7,-25.1,41.4,-16.5,186.54,19.24,-44.74
12:11:40 AM,-464.8,583.6,1056.8,-0.7,53.8,21.8,37.8,17.7,-25.1,276.7,24.22,20.18,1009.9,931.5,583,-104.9,36.8,27.6,-23.3,43.7,-11.7,185.56,24.44,-46.92
12:11:41 AM,-371.9,521.2,829.6,8.7,25.3,35.6,38.4,20.6,-23.3,274.5,26.98,23.3,736.8,109.4,625.4,40.4,26.5,40.2,-26.7,41.9,-13.2,181.16,19.56,-46.64
12:11:42 AM,-420.5,400.6,862.7,-4.6,116.4,16.9,39.5,22.1,-19.7,272.44,26.2,28.98,610.8,285.5,662.2,34.5,32.1,36.6,-28.4,41,-11.4,175.5,21.42,-46.86
12:11:43 AM,-275.8,430,572.9,14,31.8,15.1,41.4,23,-15.8,269.44,26.74,30.66,610.8,285.5,662.2,34.5,32.1,36.6,-28.4,41,-11.4,175.5,21.42,-46.86
12:11:44 AM,-692.3,642,605.6,21.4,2.7,-12.8,41.9,22.7,-12.3,271.98,31.34,35.82,889.8,453.4,412.5,50.3,-43.2,-12.4,-31.4,38,-8.4,161.42,27.04,-68.52
12:11:45 AM,-425.7,661,678.4,9.4,-6.4,9.1,40.8,21.6,-14,274.08,32.6,35.5,965.7,302.4,475.8,41.5,-31.6,12.5,-31.7,38,-6.6,164.34,23.62,-67.14
12:11:46 AM,-523.6,481.4,914.8,-9.6,8.1,-29.5,39.7,20.7,-15.9,274.66,31.36,33.4,785.9,168.8,643.9,28.3,-35.6,-13.6,-33,36,-5.9,166.74,18.1,-64.66
12:11:47 AM,-646.4,238.6,822.2,32.7,27.9,-26,40.7,18,-14.3,277.08,25.56,35.56,637.4,582.4,703,39.5,-58.7,-47.5,-29.6,38.6,-2.2,166.82,24.44,-61.88
12:11:48 AM,-387.3,493.6,527.8,19.9,4.7,-34,42,15.9,-12.5,282.94,25.66,40.86,760.4,339.4,160.5,-15,-61.2,-20.3,-26.9,39.9,1.7,168.26,29.72,-68.5
12:11:49 AM,-500.9,491.4,502.7,28.9,51.5,-13.7,41.9,14.3,-10.4,286.32,28.8,44.48,725.7,292.3,184.3,36.3,-47.3,-30.3,-25.4,40.1,2.7,168.42,27.82,-73.84
12:11:50 AM,-610.3,602.9,598.2,18.7,11.6,3.7,42.2,13.5,-8.7,288.84,31.7,47.24,928.1,451.8,204.9,6.4,-21.3,9.1,-23.6,40.4,3.9,167.74,27.16,-78.3
12:11:51 AM,-878.4,698.1,668.7,-6.8,50.5,-14.9,42.6,12,-7.2,290.36,31.32,50.8,1083.4,650.9,139.1,66.7,-21.3,-46.3,-22.8,39.7,5.4,166.36,28.72,-81.32
12:11:52 AM,-942.9,597,288.6,-2,86.9,6.8,41,9.6,-5,292.12,29.2,58.74,837.8,760.8,-143.3,-15.4,-1,16.4,-18.2,40.5,8,162.34,35.04,-85.88
12:11:53 AM,-683.4,435.7,431.4,-32.1,-60.9,34.1,41.1,10.4,-5.9,289.56,29.16,56.42,726.6,459,107.6,-34.8,50.4,62.4,-20.4,39.3,5.6,163.64,32.86,-83.66
12:11:54 AM,-565.2,464.1,461.6,-30.1,7.9,4.9,41.2,10.1,-7.7,285.98,27.98,51.28,717.7,386.6,174.1,23.7,28.1,10.6,-22.7,39.2,2.6,167.24,26.92,-75.02
12:11:55 AM,-564.9,445.7,500.7,-5.1,0.6,9.6,41.6,10.1,-9.5,284,27.54,47.84,734,246.9,314.2,-12.7,28.7,15.7,-24.6,38.6,-0.2,169.8,22.8,-70.4
12:11:56 AM,-570.7,413.3,638.2,-1,-30.1,-13,41.6,9.9,-11.1,284.86,26.88,44.76,760.2,236.6,376.2,-35.3,16.7,-5.7,-25.7,38.2,-2.1,173.82,19.06,-66.92
12:11:57 AM,-705.6,369.7,902.3,-1.5,8.8,-53.7,42.3,8.1,-12.8,286.9,22.4,42.24,869.5,362.2,613.2,-55.1,37.2,-35.6,-25.1,39.3,-5.1,179.22,20.52,-60.28
12:11:58 AM,-882.8,128.5,731.8,5.1,-52,-58,42.5,3.2,-12.3,291.34,13.44,42.54,769.3,724,669.2,-88.2,-4.3,-43.2,-20,41.9,-6.8,186.06,28.42,-49.96
12:11:59 AM,-762.2,172.2,481.2,54,87.6,-112.9,42,-3,-14.4,301.12,8.32,45.94,483.6,725.8,444.9,18.3,-76.8,-131.1,-12.9,44,-10.1,195.66,35.14,-44.94
12:12:00 AM,-691.1,386.4,338.7,53.8,56,-62.8,42.5,-10.2,-6.9,312,7.26,58.62,629,647.6,94.5,-11.5,-94.8,-68,-4.4,46.2,-5.1,199.44,47.5,-55.24
12:12:01 AM,-707.8,425.8,361.4,51.1,112,-13.3,42.9,-13.5,-4.8,319.38,11.76,64.74,677.5,491.2,163.9,60.8,-72.5,-52.6,-0.3,47.2,-5.4,198.94,49.04,-65.5
12:12:02 AM,-1205.8,372.5,275.1,38.8,85.4,13.7,42.7,-13.7,2,324.4,14.8,74.5,733.6,1013.9,-24.6,71.8,-74.1,-12.1,2.7,47.4,2.6,182.52,54.68,-87.06
12:12:03 AM,-1345.4,228.8,-43.1,15.5,124.6,2.4,42,-13.5,8.4,328.64,14.4,86.32,431.2,1372.6,-450.9,162.6,-98.4,-58.1,8.6,45.5,11.6,155.32,57.86,-118.62
12:12:04 AM,-965.2,243,-113.4,7.8,-0.9,37.2,41.6,-13.2,13.8,330.2,15.22,92.58,308.6,722.8,-446.7,-5.1,-18.2,42,10.5,42.6,17.7,143.5,54.54,-135.86
12:12:05 AM,-923.1,85.2,-73.7,27.3,14.3,12.4,41.7,-11.7,14,332.36,15.38,94.18,200.8,695.2,-317.6,26.1,-39.6,-5.7,11,42.7,19.4,140.82,53.54,-141.52
12:12:06 AM,-704.4,388,-169.6,116.5,-66.8,-2.5,40.7,-13.2,13.7,337.16,13.64,95.44,227.4,463.8,-403.1,-31.4,-81.9,-7.9,13.5,41,20.4,137.26,53.08,-150.28
12:12:07 AM,-761.1,314.9,-236.4,21.1,15.6,5,39.9,-15.8,15.6,339.16,14.6,100.78,265.3,635.3,-653.6,50.9,-30.6,-21.6,18.5,39.2,19.7,132.3,47.7,-161.66
12:12:08 AM,-901.7,170.3,-455.4,25.9,51.2,-12.3,39.5,-16.2,15.6,342.92,14.14,103.96,-11.7,657.6,-737.4,67,-49.4,-37.9,20.4,38,19.5,129.12,44.32,-168.48
12:12:09 AM,-1314.1,-80.1,-389.5,38.6,56.2,-16.8,36.5,-19.5,17.1,346.48,8.04,109.34,-196,1167.1,-905.2,78.5,-72,-20,25.1,33.6,21.5,122.1,41.02,179.98
12:12:10 AM,-987.5,-49.2,-503.3,93,-71.9,29.5,37.4,-20.7,13.1,353.38,4.82,105.26,-254.4,741.3,-697.8,-65.5,-45.6,102.6,23.6,36.6,19.1,127.92,48.04,179.88
12:12:11 AM,-576.6,199.2,-228.7,79.4,-110.9,2.5,38,-22.4,3,3.78,4.32,98.02,110.8,584.5,-628.7,-137.8,-22.3,137,16.5,43.1,9.3,148.52,56.52,-170.18
12:12:12 AM,-763.9,237.3,-30,28.9,-71.7,10.6,38.6,-22.4,-5.9,9.72,8.84,90.9,341.8,655.9,-480.9,-34.8,13.1,77,6.6,46.7,-0.8,177.96,59.34,-145.2
12:12:13 AM,-1237.4,305.5,100,20,0.2,35.3,38.2,-20,-10.4,13.26,13.62,86,699.2,1216,-427.4,-8,44.4,53,1.2,46.2,-7.1,198.66,56.3,-123.46
12:12:14 AM,-1498,365.9,86.4,-26.5,-17.3,19.7,39.3,-17.7,-11.4,13.26,16.12,84.02,804.4,1287.3,-464.4,-30.8,52.3,28.3,-2.1,45.3,-8.4,204.82,54.1,-116.12
12:12:15 AM,-1155,313.4,-48,-48.3,-73.3,83,39.6,-15.2,-12.6,10.82,19.76,82.2,576.3,1034.4,-401.4,-11.1,67,90.9,-4.5,45.2,-10.1,208.3,51.48,-109.28
12:12:16 AM,-644.1,119.7,207.8,-75.3,-54,18.3,38.1,-10.5,-18.9,4.34,22.36,69.18,375.9,597.4,50.6,-113.2,143.4,93,-10.2,42.7,-18.6,223.58,46.24,-86.66
12:12:17 AM,-383.1,243.3,282.2,-66.8,-75,8.2,36.2,-10.8,-23.3,356.36,19.9,58.58,392.7,220.4,195.8,-65,102.9,59.9,-10.4,36.3,-27.2,237.92,36.54,-62.72
12:12:18 AM,-595.8,265.7,550.8,-34,-98.6,4.6,33.3,-12.3,-26.4,351.08,17.48,46.2,625.6,500.4,517.5,-65.7,72.8,35.7,-7.1,33.5,-31.7,240.82,27.28,-50.48
12:12:19 AM,-676.6,369,724.4,6.9,-37.2,-14.2,28.7,-11.9,-32.2,352.34,18.16,39.46,684.9,355.2,599.9,-39.7,10.7,-7.3,-6.6,29.9,-35.2,243.64,20.3,-45.16
12:12:20 AM,-1098,113.2,1100.3,34.5,-18.4,-75,27.5,-11.7,-32.6,357.12,13.86,39.24,1094.5,419.1,1126.8,0.2,6.9,-60.3,-5.6,26.7,-36.7,249.96,18.86,-41.6
12:12:21 AM,-749.1,225.9,843.1,32,-10.9,-29.8,23.7,-11.9,-35.1,3,10.14,36.54,588.5,421.8,780.5,8.4,9.3,-42.6,-5.7,22.8,-39.5,256.64,20.12,-37.74
12:12:22 AM,-560,314.6,565.4,42,17.2,-24.1,23.1,-10.5,-35.9,9.62,14.5,39.76,632.2,460.4,547.4,-2.9,-16.4,-35.8,-5.2,21.2,-39.9,261.76,22.8,-41.86
12:12:23 AM,-383.8,389.5,456.3,30.8,14,8,23.6,-7.7,-36.9,13.42,22.88,41.3,583.8,54.3,338.6,-12.4,-44.2,-9.6,-7.5,21,-40.2,262.66,21.7,-49.24
12:12:24 AM,-748.4,495.3,533.1,2.4,23.5,34.3,26,-5.1,-35.9,14.04,28.06,43.92,739.3,480.9,420.4,76.4,-10.5,12,-9.9,23.4,-38.6,257.94,23.94,-57.16
12:12:25 AM,-842.9,576.2,980.8,-99,-30.9,41.7,25.8,-5.9,-34.8,9.84,25.88,42.12,955,736.9,602.3,16.6,0.7,3.4,-11,27.9,-34.7,251,29.28,-61.44
12:12:26 AM,-784.2,472.9,397.8,-24.6,141.7,58.3,27.3,-8,-33.5,0.34,22.82,40.14,802,571.6,380.7,134.6,60.3,39.4,-9.6,29.1,-34.5,249.18,30.34,-56.16
12:12:27 AM,-851.7,313.3,560.3,-83.2,-24.7,56.1,32,-6.5,-30.3,354.8,24.16,46.28,733.9,651.3,311,-21.9,162.7,56.8,-10.4,34.7,-30.3,237.14,33.26,-60.14
12:12:28 AM,-472.8,91.7,341.4,-25.6,12,42.1,32.7,-6.6,-30.3,345.3,16.92,42.76,383.3,377.7,566.3,-30.9,68.4,8.5,-8.7,31.7,-33.3,239.5,28.6,-45.7
12:12:29 AM,-307.5,385.9,646.2,-43.7,-89.9,14.6,30.8,-5.6,-31.8,342.62,18.9,36.28,574.4,339.3,423.5,4.1,14.8,8,-8,32.1,-32.4,236.3,25.14,-45.4
12:12:30 AM,-795,328.5,872.9,-23.1,-10.7,-10.7,30,-6.6,-33.5,340.8,18.72,33.1,730.5,847.2,683,68,34.3,-27,-6,34.5,-30.5,232.48,27.14,-44.66
12:12:31 AM,-769.8,156.4,1296.2,-19.3,-29.3,-48.9,28.8,-8.1,-33.3,342.8,11.9,32.54,532.6,886,1134.7,-22.8,46.8,-62.4,-1.1,35.1,-30.6,240.24,32.06,-32.7
12:12:32 AM,-619.1,235,750.2,-3.8,-15.9,2.8,27.8,-10.2,-34.7,344.44,6.96,31.26,468.2,909.3,1173.9,-35.7,62.2,-62.3,-0.2,35.1,-30.9,241.2,32.38,-31.28
12:12:33 AM,-708.4,348.6,707.2,12.7,-6.7,-8.7,26.9,-10.2,-36.5,346.58,10.64,32.92,468.2,909.3,1173.9,-35.7,62.2,-62.3,-0.2,35.1,-30.9,241.2,32.38,-31.28
12:12:34 AM,-384.4,374.6,654.4,12.8,0,28.2,27.5,-7.4,-36,347.06,17.66,32.9,468.2,909.3,1173.9,-35.7,62.2,-62.3,-0.2,35.1,-30.9,241.2,32.38,-31.28
12:12:35 AM,-389.2,255.3,776.8,-9.4,16.8,36.7,27.3,-5.2,-36.2,343.56,18.58,27.52,468.2,909.3,1173.9,-35.7,62.2,-62.3,-0.2,35.1,-30.9,241.2,32.38,-31.28
12:12:36 AM,-862.5,265.3,862.7,-15.2,63.9,32.4,30.2,-2.6,-35.1,340.54,18.8,30.96,468.2,909.3,1173.9,-35.7,62.2,-62.3,-0.2,35.1,-30.9,241.2,32.38,-31.28
12:12:37 AM,-647.3,628.2,673.9,-106.2,35.6,24.6,30,-2.1,-33.3,336,17.98,31.78,468.2,909.3,1173.9,-35.7,62.2,-62.3,-0.2,35.1,-30.9,241.2,32.38,-31.28
12:12:38 AM,-1088.8,395.6,680.3,-69.1,-8.7,100.3,31.8,-2.9,-30.8,327.58,17.78,37.12,721.8,1067.5,316.5,76.6,67.7,72.5,-10.4,37.4,-25.7,141.98,39.46,-98.56
12:12:39 AM,-720.2,37.9,729.7,-68.5,21.6,103.6,33.2,-1.5,-30.6,315.48,13.66,37.26,244.9,671.5,665.8,-19.5,99.4,81.2,-9.6,37.4,-26,143.36,33.52,-84.74
12:12:40 AM,-442.3,197.2,574.1,-63.3,31.7,89.7,34.1,0.3,-28.2,302.82,10.06,36.04,351,410.7,485.3,36.9,65.1,87.6,-10.7,36,-24.3,140.54,26.68,-75
12:12:41 AM,-483.1,82.7,741.3,-70.7,15.7,60.5,33.6,2.6,-27,291.82,8,32.66,301.2,247.8,751.8,42.3,67.8,56.3,-13.4,34.7,-24.5,139.1,20.06,-64.06
12:12:42 AM,-774,51.7,954.3,-111.5,18.6,-64.3,33.2,1.4,-25.2,287.04,0.16,34.54,269.6,426.7,937.4,100.2,44.8,-31.4,-11.6,35.6,-21.9,137.02,23.02,-54.22
12:12:43 AM,-852.7,-182,1044.3,-22.7,36.3,1.3,34.8,-3,-21.8,286.48,-6.78,38.98,209.1,1066.4,1184.8,21.2,70.2,-48,-7.7,37.5,-18.9,138.96,30.52,-45.66
