Board UID,7.21E+21,,,,,,,,,,,,,,,,,,,,,,,
Date-Time,ax[0](mg),ay[0](mg),az[0](mg),gx[0](dps),gy[0](dps),gz[0](dps),mx[0](uT),my[0](uT),mz[0](uT),Yaw[0](deg),Pitch[0](deg),Roll[0](deg),ax[1](mg),ay[1](mg),az[1](mg),gx[1](dps),gy[1](dps),gz[1](dps),mx[1](uT),my[1](uT),mz[1](uT),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
12:08:38 AM,-1007.4,-280.1,52.6,4.5,2.5,-7.4,35.9,-25.8,-11.9,41.4,-14.62,85.98,-442,925.1,75.3,-4.3,-4.8,5.2,27.3,35.9,-19.4,355.5,65.08,62.18
12:08:39 AM,-975.8,-273,50.6,0.5,-4.8,7.8,36,-25.8,-12.2,41.56,-14.34,86.56,-414.7,865.4,66.4,-6.6,1.6,8.5,27.3,35.9,-18.8,358.42,65.62,64.74
12:08:40 AM,-889.9,-269.7,69,-6.1,-5,1,35.7,-25.4,-14.9,41.38,-14.18,84.24,-411,814.1,96.4,-6.5,13.7,-0.3,26.6,35.1,-21.8,354.88,64.34,60.84
12:08:41 AM,-1018.8,-245.7,94.8,-0.3,-8.6,8.1,36,-25.5,-14.1,41.86,-13.86,84.1,-427.2,934.6,101.4,-9.2,-8.7,8.7,26.3,35.7,-20.6,355.3,65.52,60.24
12:08:42 AM,-847.9,-214.2,57,-4,-6.7,6.5,35.4,-25.4,-15.5,41.64,-13.42,83.22,-353.5,798.4,61.5,-7,-4.7,3.3,24.9,35.4,-21.5,355.7,65.6,59.28
12:08:43 AM,-1065.7,-291.6,163.2,-7.5,34.8,13.3,36.7,-24.3,-14.3,41.84,-12.6,84.86,-418.8,919.6,140.7,37.2,15.4,-12.4,26,35.9,-20.6,0.56,66.72,63.92
12:08:44 AM,-999.8,-218.4,85.6,-1.4,-1.3,-2,37.5,-24.8,-13.7,42.3,-12.78,84.3,-423.9,947.6,42.3,8.1,-2.9,31.6,26,37.2,-19.1,0.04,68.84,62.66
12:08:45 AM,-1028,-235.5,42.8,-14.2,29.7,-10.6,36.7,-24.8,-13.2,41.54,-13.42,86.18,-389.7,971.8,36.7,12.2,13.8,4.1,24,38.2,-18.6,3.68,70.38,65.96
12:08:46 AM,-964.1,-242.1,59.8,-4.3,9.7,2.6,36.5,-25.8,-12,41.36,-13.96,88.28,-373.8,904.6,61.1,1.1,1.7,-2.5,25.2,38.4,-17.4,6.84,70.5,68.4
12:08:47 AM,-969.9,-272.3,-83.9,1.4,-2.2,7.5,36.5,-25.1,-11.7,41.4,-14.14,88.86,-399.1,900.4,-45.6,-6.5,-18.1,3.3,24.8,38.4,-18.5,8.74,70.18,69.26
12:08:48 AM,-1032.8,-274.1,42.2,-1.9,38.5,5,37.1,-25.4,-11.4,41.86,-13.62,89.2,-359.1,1027.9,99.6,35.7,7.3,-16.2,25.1,37.8,-17.1,12.54,70.06,72.26
12:08:49 AM,-905.8,-244,-21.1,-2.7,12.6,3.9,37.4,-24.9,-11,42.4,-13.26,89.34,-368.9,872.7,-13.7,7.2,5.5,8.1,24.3,39,-16.8,13.82,70.76,72.42
12:08:50 AM,-998.9,-304,-30.7,-6.2,-3,0.5,38,-24.9,-9.9,42.16,-13.4,90.58,-411.4,890.5,19.3,-3.9,-0.2,4,25.2,39.7,-15.3,18.16,71.26,76.84
12:08:51 AM,-844.9,-203.4,40.1,-6.4,-72.6,11.4,36.5,-24.5,-12.3,41.56,-12.72,87.1,-352.3,947.5,20.7,-49.3,-3.3,-9.7,24.9,38,-17,16.5,69.84,73.76
12:08:52 AM,-974,-256,30.4,-2.6,52.4,-8.3,36.6,-24.5,-13.5,41.72,-13.5,84.94,-384.4,974.5,65,44.9,-7.5,-1.3,25.7,38.4,-16.4,11.22,70,68.88
12:08:53 AM,-929.6,-215.6,28.7,-5.1,18.9,17.3,37.8,-24.5,-11.4,41.8,-12.7,89.3,-333.4,811.7,-82.3,20.8,12.3,-14.3,23.7,38.9,-17,23.58,71.48,78.62
12:08:54 AM,-1061,-266.8,62,-1.5,2.8,1.5,37.7,-24.3,-10.7,41.66,-12.42,89.16,-272.4,977.8,90,-0.8,-16,6,25.8,38.9,-14.3,23.5,69.96,79.06
12:08:55 AM,-980.6,-226.1,-25.9,-7.4,14.2,2.4,37.8,-24,-10.5,41.24,-12.16,89.7,-383.4,901.9,-74.7,9.9,5.5,5.6,25.8,39.2,-15,26.34,70.3,80.86
12:08:56 AM,-987.6,-254,-4.9,-6.6,7.9,2.7,38.2,-24,-10.5,40.86,-12.18,90.28,-392,907.4,-38.2,-0.2,-5.8,3.8,25.4,39.2,-14.6,28.5,70.18,82.92
12:08:57 AM,-977.1,-215.5,9.3,-8.2,7.8,2.8,38.7,-24,-9.5,40.58,-11.94,90.6,-353.8,903.4,-3.3,3.5,11,-11.4,26,38.9,-14,30.82,69.82,85.06
12:08:58 AM,-972.8,-230.9,-55.3,-7.5,17.2,3.5,38.7,-24.6,-8.9,40.12,-12.16,91.5,-416,935.3,-57.8,1.2,-3.2,13.4,26.6,38.4,-13.8,31.64,69.4,85.24
12:08:59 AM,-930,-209.8,-65.1,-5.1,9.2,8.2,38.7,-24.9,-8,40.14,-11.84,93.16,-344.4,834.7,-58.7,12.8,13.9,4.2,25.5,39.9,-13.2,37.42,71.06,90.54
12:09:00 AM,-963.7,-215.2,-121.9,-3,1.6,8.7,39.6,-23.3,-7.8,39.86,-11.46,94.3,-385,889.2,-140.1,-4,-8.4,-2.1,25.2,39.3,-12.8,39.24,70.08,91.52
12:09:01 AM,-1001.6,-229.1,-25.7,-5.1,7.1,4.2,39,-23.9,-7.5,39.72,-10.78,93.28,-383.3,930.2,4.4,-0.9,17.6,0.3,25.8,39.3,-12.8,39.42,70.32,91.78
12:09:02 AM,-974.5,-167.3,5.2,0.9,-22.3,5.3,39.2,-23.4,-8.7,39.94,-10.64,91.02,-335.7,904.9,-56.9,-17.2,-1.1,11.6,25.7,39,-12.8,35.06,70.72,86.12
12:09:03 AM,-962.6,-224.6,-51.5,-4.2,1.7,5.3,38.6,-23.6,-9.9,39.78,-10.34,90.7,-402.6,898,-63.9,-9.5,3.2,1.9,26.4,39.2,-14,35.64,70.6,86.7
12:09:04 AM,-933,-207.5,-39,-5.5,9.4,-0.6,38.2,-23,-9.3,39.6,-10.7,91.34,-372.9,853.5,-9.4,0.3,12.6,-5.8,25.8,38.9,-14.3,36.48,69.78,87.42
12:09:05 AM,-945,-208.6,-12.6,-4.9,-0.2,4,38.9,-23.6,-8.9,39.44,-10.86,91.3,-372.6,893.4,5.4,-7.1,10.4,-2,26.4,39,-14.1,35.88,69.58,86.5
12:09:06 AM,-953,-219.4,-71.9,-5.2,-5.5,1.8,38,-23.3,-8.9,39.18,-11.22,91.28,-416.8,864.6,-45.6,-6,3.1,0.2,26.6,39,-13.8,35.3,69,85.4
12:09:07 AM,-1004.4,-236.1,-112.8,-8.1,33.1,-5,38.6,-24.3,-8.6,38.68,-11.52,92.88,-461.9,884.1,-94.4,27.2,-9.7,-0.6,27,38.6,-14.1,39.8,68.2,89.22
12:09:08 AM,-1219.9,-156.2,-184,-20.8,-13.8,15.5,38.9,-24.8,-4.8,36.98,-10.28,98.04,-353.6,1070.2,-211.9,86.7,-9.2,-1.7,26.3,40.4,-10.2,65.9,67.54,111.8
12:09:09 AM,-965.9,-100.6,-26,-33,11.4,13.1,40.2,-23.3,-4.5,35.34,-8.28,96.6,-251.9,498.9,-673.7,214.9,214.2,-158.5,26,42.2,-2.6,85.82,65.6,135.62
12:09:10 AM,-943.3,-29.3,-97.8,-0.3,-2.8,9.1,39.9,-23,-3.8,34.36,-8.94,96.64,-403,352.7,77.6,73.4,-55.4,247.3,33.6,35.2,3.6,60.66,62.02,126.88
12:09:11 AM,-937,-127.6,-136,-7.3,5.2,1.8,40.7,-22.4,-3.8,34.4,-8.56,97.46,-382.7,652.6,-363.9,-31.3,16.9,-2.7,28.2,39.3,3.5,73.2,62.42,134.52
12:09:12 AM,-933,-186.2,-93.6,-9.3,-44.9,0.9,39.5,-22.7,-5.2,33.68,-8.56,94.4,-351.7,842.2,-276.5,-65,13.2,9.6,29,39.9,2.2,68.14,65.32,130.32
12:09:13 AM,-1030.5,-179.3,-69.5,-2.4,5.7,-1.5,39.2,-23.9,-5.7,33.34,-9.68,94.42,-352.4,966.8,-378,8.5,-5.6,-1.2,29.1,39.3,0.9,68.1,63.98,128.58
12:09:14 AM,-961.8,-172.3,10.2,-1.9,15.6,0.5,39.9,-23.4,-5.6,33.42,-9.06,93.8,-346.4,877.4,-186.5,-12,11,-1.5,29.3,39.3,0.8,68.96,65.6,129.02
12:09:15 AM,-1012.1,-182.9,29,-0.8,-191.3,8.5,39.3,-23.7,-9,33.88,-9.04,84.44,-358.9,1021,-220.8,-251.6,-33.7,93.7,27.2,40.5,-5.4,34.5,75.56,92.86
12:09:16 AM,-824.3,-230.9,296,-27.5,-238.6,5.6,32.9,-23.7,-22.5,31.66,-9.04,65.32,-191,885.5,230.2,-286.7,21.3,99.9,21.2,38.4,-23.1,315.58,67.86,17.96
12:09:17 AM,-518.9,-196.4,548.1,-3.9,-247.3,21.4,23.3,-22.7,-34.5,30.14,-7.52,43.66,-107.9,604.8,398.3,-286.7,11.6,123.8,15,29.6,-35.6,292.64,47.06,-1.4
12:09:18 AM,-275.9,-2.3,858.9,-1.5,-103.1,0.2,11.6,-20.7,-41.4,31.06,-6.44,24.78,44.7,473.1,682.5,-98.1,10.5,60.4,11.6,19.1,-43.5,285.48,29.14,-6.02
12:09:19 AM,-381.9,-185.4,929.4,-11.9,-24.5,-6.7,6.8,-21.6,-43.1,31.52,-8.6,20.58,46.2,526.3,874.4,-10.7,28.8,-7.3,13.4,16.7,-44.4,284.74,26.3,-3.82
12:09:20 AM,-477.3,-227.4,882.8,-17.1,4.3,-0.1,5.4,-22.8,-42.6,32.04,-10.92,21.48,-210.8,465.7,878.8,-87.3,43.8,-9.2,16.8,13.4,-44.6,283.88,27.98,-1.7
12:09:21 AM,-385.9,-199,1107.1,4.6,-5.5,-0.1,5.9,-23.3,-42.6,34.12,-10.22,18.72,-223.6,247.9,1653.9,286.7,-115.5,-7.4,16.1,10.8,-45.7,286.34,21.44,-3.22
12:09:22 AM,-296.4,-192,926.1,-3.5,-7.4,2.9,4.8,-22.4,-43.2,34.9,-9.64,17.36,55.2,266.9,875.8,-3,11.6,4.4,14.4,14.6,-45.2,286.16,22.1,-3.06
12:09:23 AM,-200.4,-249.9,0.1,-94.4,89,-32.8,3.8,-23.3,-42.9,35.74,-11.04,18.1,-235.4,710.6,683,98.5,79.6,-127.2,15,13.8,-44.7,288.74,24.68,0.88
12:09:24 AM,-481.2,171.2,1084.4,9.8,40.5,0,4.4,-23.1,-42.9,36.24,-10.36,17.78,117.1,552.7,1012.2,53.5,49.8,-31.6,13.1,14.4,-45,287.7,24.36,-5.56
12:09:25 AM,-367.2,-180.2,897.6,-4.2,-9.3,14,4.7,-22.2,-43.2,36.48,-9.38,20.1,44.8,472,771.3,-8.7,8.4,18.3,14.1,14.6,-44.9,288.24,26.6,-3.84
12:09:26 AM,-307.3,-189.3,883.5,-9,-8.1,11.7,4.1,-22.4,-43.7,36.6,-10.16,18.04,-3.1,363.2,857.9,-20.4,21.2,15.2,15,13.4,-44.2,288.1,23.86,-1.52
12:09:27 AM,-374.7,-195.1,935.7,-6.5,-1.3,12.8,3.9,-22.8,-42.5,36.68,-10.38,18.88,6.8,527,881.9,-4,3.1,19.5,16.1,13.2,-44.2,288.1,24.3,-0.98
12:09:28 AM,-319.3,-213.4,963.6,-4.1,-24.2,21.8,3.2,-23.1,-42.3,36.1,-10.52,17.96,30.4,411.6,932.3,-58.9,-24.9,47.7,14.3,12,-45.3,286.04,21.88,-3.18
12:09:29 AM,-130.7,-184.2,1001.1,-5.3,-51.4,39.3,1.2,-22.7,-42.9,33.94,-10.06,14.54,257.5,9.3,931,-96.6,-67.4,86.8,9.9,6.9,-47.7,280.36,11.56,-9.76
12:09:30 AM,-173.1,-111.6,973.4,-11.1,-27.6,45.1,0.2,-22.8,-43.2,30.76,-7.24,9.32,325.9,44.8,906,-24.6,-76.4,74.7,4.2,2.6,-49.1,274.96,3.52,-18.86
12:09:31 AM,-137.5,-145.7,1013.1,-17.4,-51.9,62.6,-0.9,-24,-42.3,25.88,-7.48,7.24,508.1,6.8,797.3,-26.3,-79.8,111.2,-2.6,-0.2,-48.5,269.98,-0.38,-27.96
12:09:32 AM,-119.9,-143.6,986.2,-20.4,-23.3,81.3,-0.6,-24.5,-42.2,19.06,-8.88,4.02,510.9,49.5,825.1,50.3,-12.4,100.1,-6.8,0,-48.6,262.02,-5.76,-32.34
12:09:33 AM,-95.3,-173.4,975.6,-30.2,12.9,77.6,1.4,-26.1,-40.8,11.66,-9.74,4.82,526.7,-48,753.7,86.3,16.5,64.1,-6.3,3.3,-48.9,254.1,-4.72,-32.58
12:09:34 AM,-186.4,-189.2,863.9,-42.1,76.3,80.8,8.1,-28.5,-39.3,3.56,-12.66,12.86,346.8,47.5,591.9,117.6,162.4,-67.5,-0.6,13.2,-47.7,249.18,7,-26.36
12:09:35 AM,-511.4,-297.7,721.1,-76.8,70.6,55.6,15.9,-30.2,-33.5,355.52,-16.78,24.28,-233.6,422.5,698.4,-23.7,189.9,-34.3,21.5,23.1,-38.2,254.46,22.84,3.48
12:09:36 AM,-891.5,-551.1,904.1,-108.7,19.7,73,21.2,-33.9,-26.7,344.7,-22.1,35.96,-647.1,806.4,1005.2,-63.2,191.4,61.6,35.6,24.8,-24.8,258.38,31.1,28.58
12:09:37 AM,-631.4,-512.6,811.6,-102.3,-37.2,131.6,27,-34.7,-20.4,329.4,-26.08,40.46,-589.5,640.3,755.5,-31.9,81.9,136.9,37.4,29.6,-18,248.56,34.32,35.52
12:09:38 AM,-537.1,-486,729.2,-84.8,-90.6,110.9,31.5,-31.1,-19.1,313.5,-26.58,38.28,-506.5,485.6,704.1,-87.2,76.9,117.6,32.1,37.2,-15.5,231.52,33.24,35.22
12:09:39 AM,-532,-476.5,739.3,-82.9,-105,90.9,34.4,-27.8,-20.7,299.18,-28.4,35.26,-459.9,526.3,639.5,-122.9,54.7,96.2,25.7,40.2,-18.2,216.4,31.54,34.78
12:09:40 AM,-400.8,-589.3,665.1,-96.9,-81.5,87.5,34.2,-23.9,-23.4,284.86,-31.16,32.28,-523.5,271.7,613.2,-120.5,71.5,107.6,20.3,39.2,-23.6,199.6,27.32,35.12
12:09:41 AM,-555.2,-600.9,660,-77.6,-95.3,46,33.3,-23,-25.4,272.16,-35.84,31.22,-509.5,522.8,738.8,-39.7,99.9,40.9,19.2,37.1,-24.9,188.4,23.16,39.78
12:09:42 AM,-540.3,-973.7,761.9,-21.6,-38.3,47.9,31.2,-22.4,-26.1,262.84,-38.1,32,-689.8,637.1,828.3,-72.6,58.5,46.6,20.1,37.1,-24.6,181.26,26.38,42.78
12:09:43 AM,-586,-574.2,642.5,27.8,-44.9,77.8,31.8,-18.6,-27.5,259.08,-31.38,31.66,-588,776,680.2,-29.5,22.5,70.4,18.5,37.5,-22.7,173.72,30.98,40.24
12:09:44 AM,-419.3,-568.2,682.3,9.9,-66.1,87.5,30,-12.8,-31.7,251.42,-27.86,29.94,-538.4,517.1,512.5,-106.1,-34,103.8,11.3,35.9,-28.5,160.8,31.08,32.62
12:09:45 AM,-119.3,-577.8,571.8,-32.7,-158.9,124.6,26.3,-8.3,-36.6,240.4,-27.56,25.52,-630.4,118.8,500.7,-286.7,-49.7,165.5,4.4,27.8,-36.6,140.22,23.98,25.9
12:09:46 AM,449,-497,699.1,-35.6,1.4,62,19.1,-5.9,-40.8,228.78,-31.2,17.88,-431.2,-4.8,1019.9,23.2,134.6,30.6,-2,19.5,-41.1,126.04,15.12,23.22
12:09:47 AM,-285.1,-285.2,901.3,-2.1,0.6,64.4,21.5,-5.4,-39,224.5,-27.52,19.84,-137.6,303.4,854.4,-6.3,-23.3,57.5,-1.5,22.2,-38.9,124.68,19.3,20.8
12:09:48 AM,-306.1,-443,976.7,-15.6,-5.4,62.4,20.7,-2.7,-39.6,217.7,-22.54,19,-273.6,279.1,995.9,2.7,29.5,56.7,-3.8,20.6,-39.7,118.12,18.24,16.02
12:09:49 AM,-496.7,-463.4,1083.5,-25.9,-15.7,80.9,20.3,-1.8,-39.6,209,-22.1,23.42,-284.6,604.6,1121.2,-35.7,57.4,70.5,-3.2,19.8,-39.2,112.48,24.02,16.4
12:09:50 AM,-428.6,-581.1,1006.4,-61.9,-87.4,94.3,15,-1.4,-41.2,196.68,-24.2,21.86,-327.6,337.5,919.9,-69,66.7,113.6,-4.2,13.7,-41.1,100,20.66,16.46
12:09:51 AM,-151.2,-578.2,824.2,-53.9,-41.2,67,9.9,-4.8,-42.9,185.78,-32.48,18.68,-494.8,-48.8,902.4,-49.7,58.9,75.4,1.2,8,-42.6,89.86,14.9,26.84
12:09:52 AM,11.8,-418.6,826.3,-22.6,-26.2,12.1,7.8,-7.5,-42.7,183.84,-33.96,12.56,-363.9,-391.8,730.6,-29.4,-16.9,25.2,5.2,5.6,-42.2,84.74,9.36,29.66
12:09:53 AM,736.9,-588.3,641.5,3.8,155.2,-82.2,4.8,-10.5,-43.5,193,-38.4,4.62,-477.8,400.1,832.9,135.5,26,-152.2,8,14,-40.7,101.18,16.6,35.88
12:09:54 AM,-859.4,-777.9,296.6,31.9,286.7,-82.2,25.5,-12.8,-31.8,200.24,-41.86,29.94,-828.2,950.9,325.7,286.7,-90,-178,11.6,33.6,-26.1,128.94,21.4,41.4
12:09:55 AM,-1406.8,-861.7,-508,45.5,286.7,-26.3,39.3,-16.1,-0.8,204.84,-43.18,60.08,-1128,1017.4,-1014.1,286.7,-143.1,-59.8,18.3,39.6,10.8,165.52,36.6,52.36
12:09:56 AM,-647.5,-501.3,-143.3,-9.2,-14.4,66.6,34.7,-14.9,19.1,203.52,-39,84.28,-416.4,624.3,-414.1,-93.9,45.3,96.1,24.2,27,25.2,188.56,51.62,53.74
12:09:57 AM,-593.9,-628.5,-458.4,-7,32.8,39.1,37.2,-11.6,18,199.62,-35.58,88.98,-792.5,459.1,-304,54.2,-5,25.3,19.1,31.8,24.3,187.44,52.56,59.72
12:09:58 AM,-637,-481.7,-277.1,-21.7,49,8.6,36.3,-9,20.1,196.46,-33.96,97.6,-591.6,428.1,-261,44.9,22.9,-5.9,18.2,30.3,26.9,201.72,54.54,72.94
12:09:59 AM,-689.5,-358.2,-261.1,-41.8,-46,-1.3,36.2,-7.4,20.1,191.62,-33.04,102.72,-460.4,596.8,-354,-49.1,42.1,-8.2,17.1,29.7,28.2,208.74,52.72,82.72
12:10:00 AM,-866.4,-577.2,-464.6,-31.5,-28.6,-27.1,37.2,-7.4,17.4,185.8,-33.12,104.38,-738.3,723.6,-444,-60,40.5,-9.5,14.6,31.2,27.3,208.26,50.44,89.36
12:10:01 AM,-1013.6,-467.4,-559.2,-48.3,-41.7,-25.5,36.9,-6.6,18.8,179.46,-32.1,110.86,-537.3,821.1,-524.2,-22.3,46.9,-16.6,14.6,30.8,28.4,215.26,47.52,99.6
12:10:02 AM,-1074.2,-965.2,-502.2,-63.2,-252.5,-5.7,39.2,-7.4,11.3,170.68,-32,104.88,-959.8,948.7,-682.2,-229.3,110.8,17.1,8.4,35.7,23.1,200.72,48.86,104.76
12:10:03 AM,-899.4,-460,201.5,-69.4,-241.7,-29.5,39.3,-7.1,-8,161.5,-34.18,84.36,-640.3,499.2,-67.7,-286.7,117.7,-9.4,5.4,42,2,161.78,50.26,86.28
12:10:04 AM,-246.6,-289.1,186.8,-43.7,-124.6,49.5,34.7,-5.9,-19.5,157.38,-34,66.58,-253.3,-118.5,300,-286.6,118,67.5,5.7,38,-18.8,118.96,44.22,64.38
12:10:05 AM,-103.4,-603,110.8,4.5,24.3,-98.2,30.9,-6.6,-23.7,157.1,-42.46,61,-584.1,-179.5,313,32.4,-10.1,-76.8,7.2,33.3,-24.8,111.88,34.88,62.98
12:10:06 AM,-883.6,-1817.8,178.6,66.3,46.2,-286.7,27.9,-15,-21.6,181.16,-62.36,51.02,-1998.4,612.9,-139.5,286.7,-135.7,-183.3,12.9,34.8,-16.7,141.16,22.38,73.34
12:10:07 AM,8.4,-676.6,655.9,-36.1,-232.8,-127.9,10.4,-24.8,-27.5,234.78,-69.12,-12.36,-920,317.8,167.9,-286.7,286.7,-250.7,21.6,21.6,-25.4,143.52,-1.62,68.56
12:10:08 AM,-53.4,-1187.7,42.9,-12.7,198.6,-92.6,2.7,-25.4,-26.9,266.84,-71.2,-46.98,-1286.7,-50.6,186.1,286.7,-66.3,-101.9,29,0.5,-24.6,146.7,-6.5,78.72
12:10:09 AM,-564.1,-481,289,22.3,202.6,-31.8,8.4,-24.6,-23.6,268.28,-69.38,-23.4,-466.6,978,-27.8,234.2,-175.8,27,21.2,17.6,-23.3,173.62,6.56,64.86
12:10:10 AM,-341.4,-467.6,231.5,-43.8,109.4,24.7,14.1,-21.6,-21,250.22,-68.34,11.46,-420.9,449.8,71.8,125.9,64.7,-3.2,14.1,24.2,-20.7,186.68,18.42,65.48
12:10:11 AM,-270.4,-1095,890.3,-71.8,-2.8,28.9,14.1,-15.8,-19.1,233.16,-67.84,31.16,-1138.9,591,759.3,-119.9,113.3,-20.8,7.1,18,-26.6,186.74,21.86,74.28
12:10:12 AM,-12.7,-1140.2,870,-11.1,25.3,15.6,1.1,-15,-17.4,231.34,-68.72,29.5,-1632,-90.3,826.5,4.5,91.7,-25.3,13.8,0.5,-24.9,173.92,16.92,76.06
12:10:13 AM,-154,-1474.8,744.3,67.8,28.8,53.5,7.8,-23.1,-5.6,237.74,-65.64,24.96,-1528.2,94.5,678.3,75.8,-96.4,93.6,23.4,4.8,-3.6,174.22,14.92,71.1
12:10:14 AM,-48.7,-854.7,428.9,114.5,76,97.8,17.6,-24,-9.6,238.48,-56.5,29.16,-918.5,183.8,317.1,-7.8,-147,109.6,25.1,21.9,-6,182.18,26.04,59.74
12:10:15 AM,-205.5,-479.8,211.9,67.2,69.7,101.4,28.1,-18.6,-11,233.56,-46.86,41.8,-523.1,135.2,130.7,108.9,-127.8,114.1,17.7,32.7,-8.1,185.68,37.28,51.56
12:10:16 AM,-207.2,-519.4,141.6,34.6,-3.5,-2.3,33.2,-14.6,-11.4,232.18,-42.9,46.44,-501.5,55.9,113.8,-54.1,-48.1,11.7,11.4,38.1,-7.2,187.6,41.42,47.04
12:10:17 AM,-542.7,-1116.5,256.1,-34.2,-25.7,-176.7,31.7,-18.8,-11.4,241.2,-53.58,42.18,-1150.9,517.3,244.1,80.3,0.9,-178.5,14.9,38.1,-8,200.06,31.88,54.7
12:10:18 AM,216.8,-1326.1,366,-90.4,-200.8,10.6,21.5,-28.1,-18.3,254,-67.14,10.38,-1637.7,-185.4,632.7,-286.7,198.5,53.7,23.6,28.7,-19.4,187.74,17.78,65.66
12:10:19 AM,-283.5,-952.7,610.1,-31.4,218.9,-61.9,22.2,-30.6,-12.6,262.46,-73.52,11.82,-792.6,379.8,675.9,240.2,-41.5,-135.8,27,28.8,-13.7,202.52,13.24,67.96
12:10:20 AM,-190.4,-379.1,446.7,-16.3,144.6,-66.6,21.2,-33.3,-5,277.76,-70.4,13.82,-560.7,421.3,584.3,170.5,-32.7,-126.1,28.4,28.7,-11.7,207.3,12.94,67.02
12:10:21 AM,-392.8,-642.8,570.7,-25.7,-1.2,-53.9,17.6,-36.2,-0.9,283.78,-68.44,18.08,-560.7,421.3,584.3,170.5,-32.7,-126.1,28.4,28.7,-11.7,207.3,12.94,67.02
12:10:22 AM,-283.2,-1227.9,728.3,-32.6,-34.7,-3.6,16.4,-36.7,0.3,282.9,-68.26,18.88,-560.7,421.3,584.3,170.5,-32.7,-126.1,28.4,28.7,-11.7,207.3,12.94,67.02
12:10:23 AM,-337,-1027.4,640.3,42.5,67,35.6,17.1,-35,-1.4,283.12,-65.56,23.16,-560.7,421.3,584.3,170.5,-32.7,-126.1,28.4,28.7,-11.7,207.3,12.94,67.02
12:10:24 AM,-281.8,-1407.9,554.1,89.6,19.1,91.9,18.9,-34.2,-1.5,279.66,-57.16,30.76,-1262.3,749.3,744.6,58,-90.2,142.2,30.9,25.4,-2.7,179.28,62.46,-2.78
12:10:25 AM,-138.8,-1039.4,432.1,108.1,-2.5,188.6,28.7,-28.8,-6.2,272.8,-44.6,37.06,-1073.8,477.1,602.6,7.3,-101.2,228.1,23.7,35.4,-4.7,158.3,59.54,-28.56
12:10:26 AM,-139.5,-562.5,358.5,60.8,-28.2,136.1,35.9,-17.4,-11.1,264.4,-32.34,39.92,-503.4,150.1,329.7,-32,-55.4,148.9,9.2,42.2,-7.8,142.72,49.12,-47.3
12:10:27 AM,-72.5,-339.7,226.7,-7,-1.6,32.8,38,-9.3,-14.9,260.22,-29.78,36.96,-333.3,-84.1,200.4,9.3,3.3,33.5,1.4,42.7,-10.4,142.98,40.72,-45.02
12:10:28 AM,-904.8,-836.5,745.3,-48.8,29.7,-66.1,38.2,-11.4,-13.4,260.26,-36.34,39.26,-607.9,1217.7,782.5,29.8,88.6,-101.2,3.6,42.9,-7.2,151,49.64,-29.82
12:10:29 AM,-564.8,-910.4,594.1,54.8,108.2,-0.2,37.8,-14,-11.1,263.02,-39.16,43.7,-724.1,688.2,789,80.4,-73.1,-14.3,8.4,41.4,-5.6,167.74,55.84,-13.9
12:10:30 AM,-742.4,-561.7,440.4,103.3,212,-56.6,38.1,-14.9,-0.6,273.2,-37.24,54.64,-436.3,784,405.4,211.7,-147.1,-90.8,11.4,41.7,3.5,189.04,72.92,-4.38
12:10:31 AM,-476.2,-61.4,294.9,107,130.8,-6.9,37.2,-17.6,8,286.94,-30.02,64.94,-17.6,438.8,165.5,73.7,-115.2,-19,18.2,37.7,10.7,253.22,80.56,43.42
12:10:32 AM,-810.4,-132.9,267.4,66,79.1,-23.4,34.7,-20,10.8,297.46,-22.56,68.8,-80.6,796.4,64.6,156.4,-74.2,-43.3,21.2,35.6,12,287.74,81.16,66.18
12:10:33 AM,-1462.8,-241.7,369.8,-15.5,59.3,20.4,32.1,-20.3,11.6,300.48,-19.08,75.62,-114,1551.8,-282.7,129.3,13.5,-2,22.2,30.6,18,7.2,75.74,139.86
12:10:34 AM,-1479.9,-449.1,336,-22.5,-81.7,84.9,32.4,-17.6,12.2,296.9,-15.18,76.38,-352.2,1732.6,-177.2,-179,81.1,87.2,20.1,28.2,20.6,5.02,77.74,142.08
12:10:35 AM,-963.7,-367.6,238.4,1.2,-63.5,102.4,37.7,-11,5.4,292.96,-7.42,69.66,-310.1,970.3,103.8,-78,31,112.8,12.3,37.4,11,218.52,83.56,1.8
12:10:36 AM,-564,-270.7,203.3,-0.2,-30,57.6,38.7,-6.5,0,290.2,-4.16,66.3,-221.1,512.1,109.5,-62.9,8.7,65.5,6,40.5,6.5,203.82,76.9,-10.32
12:10:37 AM,-446.9,-170.7,206.2,-40.6,-13.7,4.9,39,-5.7,-2,287.26,-6.62,65.58,-132.1,373.4,66.5,4.4,31.4,1.3,4.7,40.8,3.3,214.56,75.46,2.76
12:10:38 AM,-720.3,-253.3,182.1,-62.9,-8.8,-46.8,37.4,-7.4,-3.8,282.64,-13.42,65.56,-213.7,590.5,135.5,-4.2,58.9,-63.7,7.1,40.1,2.4,238.52,73.18,32.36
12:10:39 AM,-1510.1,-595.6,502.1,-31,21.2,-101,35,-14,-2.6,280.32,-23.36,69.16,-523.6,1703.9,141.8,53.6,18.9,-137.4,15,36.5,6,279.96,67.96,76.26
