58:33.6,-827.2,16.5,-133.2,-60.5,-168,-21.8,41.2,-8.4,-7.7,59.48,-6.5,83.76,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.7,-746.8,-142.9,326.8,-98.5,-144.8,-2.4,33.3,-12.2,-17.1,51.76,-8.96,69.38,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.8,-658.7,-319.6,520.1,-100,-124,25.8,25.4,-16.8,-19.4,41.32,-14.74,57.54,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.9,-545.6,-513.7,804.6,-57.8,-106.3,13.2,19.1,-20.7,-20.4,34.32,-22.48,44.16,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.0,-386.5,-182.8,794.5,-16.4,-135.3,18,11.6,-22.5,-23.3,31.72,-21.68,29.84,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.1,-467.5,-190.3,832,-12.9,-70.9,33,8.4,-22.1,-25.5,27.14,-16.34,23.94,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.2,-293.8,-613.7,798.2,-29.7,-28.8,11.2,5.9,-21.3,-25.1,24.16,-19.52,19.82,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.3,-320.3,-736.5,1215.8,-0.1,80.9,1,5.1,-24,-23.6,23.76,-27.74,20.1,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.4,-586.8,-255.8,876,-32.6,150.6,29,12.6,-25.2,-19.2,21.88,-25.34,33.4,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.5,-288.2,-430.1,404.9,48.3,-274.7,-6.6,14.6,-25.1,-18.6,19.52,-23.94,32.28,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.6,-436.1,-65.1,1036.9,-1.9,-99.7,44.2,2.7,-20.3,-27.9,18.4,-17.96,14.88,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.7,396.7,-495.2,804.6,-19.7,-80.4,2.9,-4.5,-20.6,-29.7,16.8,-16.64,2.78,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.8,-125.5,-657,1031,17.8,68.3,-22.5,-5.6,-20.1,-28.8,19.82,-21.92,-0.3,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:34.9,-159.6,-8.1,873,6.5,62,-25.5,-4.1,-19.7,-27.3,25.9,-17.18,3.18,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.0,-480.3,-251.9,886.2,-24.2,50.3,16.8,0.9,-21.6,-24.9,24.14,-13.98,14.5,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.1,-396.1,-712.5,587,-90.8,13.7,-28.1,4.5,-25.4,-21.5,23.84,-23.5,17.62,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
